County,2025 Oil (MMbbl),2020-2025 Oil Growth (%),2020-2025 Oil CAGR (%),2025 Gas (Bcf),2020-2025 Gas Growth (%),2020-2025 Gas CAGR (%),2025 Condensate (MMbbl),2025 Total Liquids (MMbbl),2025 Condensate Share of Liquids (%),2020 GLR (MCF/BBL Liquids),2025 GLR (MCF/BBL Liquids),2020-2025 GLR Change (%),2026 Q1 Oil Momentum vs 2025 Avg (%),2026 Q1 Gas Momentum vs 2025 Avg (%),Top Oil Operator (2020-Mar 2026),Top Operator Oil Share (%),Top 5 Operator Oil Share (%),Top Oil Field (2020-Mar 2026),Top Field Oil Share (%)
Midland,241.692085,26.094122103477634,4.746366889863651,982.604254,78.71946197388229,12.31412283993123,0.76488,242.456965,0.31547041760586253,2.867371815318348,4.052695512376805,41.33833257082698,-7.317357124044821,-5.304376180728399,"PIONEER NATURAL RES. USA, INC.",33.47341717564115,71.33738376738567,SPRABERRY (TREND AREA),81.13551800208157
Martin,258.327294,76.78464593971755,12.069880440037473,749.729446,155.1459390042814,20.602894766614632,0.416014,258.743308,0.16078251577428235,2.010898046998631,2.897580044852793,44.0938315683175,-0.9207567513171866,3.238678983404908,DIAMONDBACK E&P LLC,28.59483527603841,71.65085657460257,SPRABERRY (TREND AREA),96.72336352069527
Howard,98.593299,1.7292758505700112,0.34348737941385377,426.002623,127.30542359353447,17.847930302621528,0.002175,98.595474,0.0022059836134060273,1.9337056222370945,4.320711749912578,123.44206378807377,-21.013167436460357,-3.528498227110688,SM ENERGY COMPANY,14.149843717867213,51.76203094675215,SPRABERRY (TREND AREA),97.22577265078101
Reeves,81.982383,-10.614683038117956,-2.2192786333967596,1218.870495,14.375020318033283,2.722655253536721,97.872093,179.854476,54.41737963752429,5.6574618927609635,6.77698171381623,19.78837581721504,-9.768331569478772,-6.213412442968358,NOBLE ENERGY INC,13.267816530157814,47.64460664820115,WOLFBONE (TREND AREA),39.78692681119152
Loving,113.754349,36.90343090469994,6.483634584150133,702.044089,67.21343988654209,10.829209663697315,63.765227,177.519576,35.9201100164863,3.1106314176269394,3.954741808306257,27.13630377086844,-1.8202952398769567,-1.7077675302526463,ANADARKO E&P ONSHORE LLC,37.13728886258332,77.86069198906029,PHANTOM (WOLFCAMP),83.70590890772806
